snapshot_date,exposureName,faers_token,outcomeName,groundTruth,a,b,c,d,ROR,IC025,signal_evans,signal_ror,signal_ic,estimable,note
2026-04-28,Methenamine,methenamine,OMOP Acute Renal Failure 1,0,49,2070.0,379718.0,19946738.0,1.243,-0.096,False,False,False,True,
2026-04-28,Methocarbamol,methocarbamol,OMOP Acute Renal Failure 1,0,947,20947.0,378820.0,19927861.0,2.378,1.119,True,True,True,True,
2026-04-28,Miconazole,miconazole,OMOP Acute Renal Failure 1,0,216,8174.0,379551.0,19940634.0,1.388,0.27,False,True,True,True,
2026-04-28,Nelfinavir,nelfinavir,OMOP Acute Renal Failure 1,0,169,1918.0,379598.0,19946890.0,4.63,1.898,True,True,True,True,
2026-04-28,Neostigmine,neostigmine,OMOP Acute Renal Failure 1,0,48,1504.0,379719.0,19947304.0,1.677,0.319,False,True,True,True,
2026-04-28,Nortriptyline,nortriptyline,OMOP Acute Renal Failure 1,0,184,5434.0,379583.0,19943374.0,1.779,0.602,False,True,True,True,
2026-04-28,orlistat,orlistat,OMOP Acute Renal Failure 1,0,253,25428.0,379514.0,19923380.0,0.522,-1.101,False,False,False,True,
2026-04-28,Paromomycin,paromomycin,OMOP Acute Renal Failure 1,0,5,97.0,379762.0,19948711.0,2.708,0.127,False,True,True,True,
2026-04-28,Penicillin V,penicillin v,OMOP Acute Renal Failure 1,0,106,2352.0,379661.0,19946456.0,2.368,0.932,True,True,True,True,
2026-04-28,Phentermine,phentermine,OMOP Acute Renal Failure 1,0,270,11732.0,379497.0,19937076.0,1.209,0.096,False,True,True,True,
2026-04-28,Phentolamine,phentolamine,OMOP Acute Renal Failure 1,0,6,148.0,379761.0,19948660.0,2.13,-0.094,False,False,False,True,
2026-04-28,Prilocaine,prilocaine,OMOP Acute Renal Failure 1,0,40,1719.0,379727.0,19947089.0,1.222,-0.163,False,False,False,True,
2026-04-28,Primidone,primidone,OMOP Acute Renal Failure 1,0,251,9709.0,379516.0,19939099.0,1.358,0.253,False,True,True,True,
2026-04-28,Prochlorperazine,prochlorperazine,OMOP Acute Renal Failure 1,0,1297,35782.0,378470.0,19913026.0,1.907,0.826,False,True,True,True,
2026-04-28,ramelteon,ramelteon,OMOP Acute Renal Failure 1,0,254,7025.0,379513.0,19941783.0,1.9,0.724,False,True,True,True,
2026-04-28,rizatriptan,rizatriptan,OMOP Acute Renal Failure 1,0,231,15571.0,379536.0,19933237.0,0.779,-0.54,False,False,False,True,
2026-04-28,Scopolamine,scopolamine,OMOP Acute Renal Failure 1,0,198,6485.0,379569.0,19942323.0,1.604,0.464,False,True,True,True,
2026-04-28,Simethicone,simethicone,OMOP Acute Renal Failure 1,0,1016,7084.0,378751.0,19941724.0,7.551,2.659,True,True,True,True,
2026-04-28,"Sodium Phosphate, Monobasic","sodium phosphate, monobasic",OMOP Acute Renal Failure 1,0,107,1360.0,379660.0,19947448.0,4.134,1.692,True,True,True,True,
2026-04-28,Temazepam,temazepam,OMOP Acute Renal Failure 1,0,1783,35408.0,377984.0,19913400.0,2.653,1.293,True,True,True,True,
2026-04-28,Tetrahydrocannabinol,dronabinol,OMOP Acute Renal Failure 1,0,288,7605.0,379479.0,19941203.0,1.99,0.799,False,True,True,True,
2026-04-28,Thiabendazole,thiabendazole,OMOP Acute Renal Failure 1,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Thiothixene,thiothixene,OMOP Acute Renal Failure 1,0,7,210.0,379760.0,19948598.0,1.751,-0.281,False,False,False,True,
2026-04-28,Tinidazole,tinidazole,OMOP Acute Renal Failure 1,0,9,427.0,379758.0,19948381.0,1.107,-0.799,False,False,False,True,
2026-04-28,Urea,urea,OMOP Acute Renal Failure 1,0,95,2027.0,379672.0,19946781.0,2.462,0.971,True,True,True,True,
2026-04-28,Vitamin A,vitamin a,OMOP Acute Renal Failure 1,0,230,6797.0,379537.0,19942011.0,1.778,0.623,False,True,True,True,
2026-04-28,zafirlukast,zafirlukast,OMOP Acute Renal Failure 1,0,17,847.0,379750.0,19947961.0,1.054,-0.611,False,False,False,True,
2026-04-28,Acarbose,acarbose,OMOP Acute myocardial Infarction  1,0,68,3726.0,208783.0,20115998.0,1.758,0.46,False,True,True,True,
2026-04-28,Acetazolamide,acetazolamide,OMOP Acute myocardial Infarction  1,0,46,5816.0,208805.0,20113908.0,0.762,-0.806,False,False,False,True,
2026-04-28,Amylases,amylases,OMOP Acute myocardial Infarction  1,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,benzonatate,benzonatate,OMOP Acute myocardial Infarction  1,0,134,15823.0,208717.0,20103901.0,0.816,-0.535,False,False,False,True,
2026-04-28,bromfenac,bromfenac,OMOP Acute myocardial Infarction  1,0,8,2341.0,208843.0,20117383.0,0.329,-2.593,False,False,False,True,
2026-04-28,Chlorambucil,chlorambucil,OMOP Acute myocardial Infarction  1,0,37,3852.0,208814.0,20115872.0,0.925,-0.576,False,False,False,True,
2026-04-28,Chlorazepate,clorazepate,OMOP Acute myocardial Infarction  1,0,21,1865.0,208830.0,20117859.0,1.085,-0.501,False,False,False,True,
2026-04-28,Chlorothiazide,chlorothiazide,OMOP Acute myocardial Infarction  1,0,9,1259.0,208842.0,20118465.0,0.689,-1.476,False,False,False,True,
2026-04-28,Clindamycin,clindamycin,OMOP Acute myocardial Infarction  1,0,253,36933.0,208598.0,20082791.0,0.66,-0.772,False,False,False,True,
2026-04-28,Cosyntropin,cosyntropin,OMOP Acute myocardial Infarction  1,0,3,208.0,208848.0,20119516.0,1.389,-1.164,False,False,False,True,
2026-04-28,darifenacin,darifenacin,OMOP Acute myocardial Infarction  1,0,5,849.0,208846.0,20118875.0,0.567,-2.076,False,False,False,True,
2026-04-28,Dicyclomine,dicyclomine,OMOP Acute myocardial Infarction  1,0,133,13635.0,208718.0,20106089.0,0.94,-0.334,False,False,False,True,
2026-04-28,Didanosine,didanosine,OMOP Acute myocardial Infarction  1,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Droperidol,droperidol,OMOP Acute myocardial Infarction  1,0,10,1566.0,208841.0,20118158.0,0.615,-1.589,False,False,False,True,
2026-04-28,Endopeptidases,endopeptidases,OMOP Acute myocardial Infarction  1,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,entecavir,entecavir,OMOP Acute myocardial Infarction  1,0,66,11324.0,208785.0,20108400.0,0.561,-1.174,False,False,False,True,
2026-04-28,ferrous gluconate,ferrous gluconate,OMOP Acute myocardial Infarction  1,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Flavoxate,flavoxate,OMOP Acute myocardial Infarction  1,0,2,98.0,208849.0,20119626.0,1.966,-1.038,False,False,False,True,
2026-04-28,Flutamide,flutamide,OMOP Acute myocardial Infarction  1,0,21,962.0,208830.0,20118762.0,2.103,0.439,True,True,True,True,
2026-04-28,fluticasone,fluticasone,OMOP Acute myocardial Infarction  1,0,2703,263230.0,206148.0,19856494.0,0.989,-0.07,False,False,False,True,
2026-04-28,gatifloxacin,gatifloxacin,OMOP Acute myocardial Infarction  1,0,19,1728.0,208832.0,20117996.0,1.059,-0.567,False,False,False,True,
2026-04-28,Hyoscyamine,hyoscyamine,OMOP Acute myocardial Infarction  1,0,125,9922.0,208726.0,20109802.0,1.214,0.023,False,True,True,True,
2026-04-28,Ketoconazole,ketoconazole,OMOP Acute myocardial Infarction  1,0,148,16714.0,208703.0,20103010.0,0.853,-0.46,False,False,False,True,
2026-04-28,Ketotifen,ketotifen,OMOP Acute myocardial Infarction  1,0,10,6405.0,208841.0,20113319.0,0.15,-3.615,False,False,False,True,
2026-04-28,Lactulose,lactulose,OMOP Acute myocardial Infarction  1,0,478,37187.0,208373.0,20082537.0,1.239,0.175,False,True,True,True,
2026-04-28,Lipase,lipase,OMOP Acute myocardial Infarction  1,0,23,6878.0,208828.0,20112846.0,0.322,-2.214,False,False,False,True,
2026-04-28,lithium citrate,lithium,OMOP Acute myocardial Infarction  1,0,307,41521.0,208544.0,20078203.0,0.712,-0.647,False,False,False,True,
2026-04-28,Loratadine,loratadine,OMOP Acute myocardial Infarction  1,0,916,112118.0,207935.0,20007606.0,0.786,-0.436,False,False,False,True,
2026-04-28,Mebendazole,mebendazole,OMOP Acute myocardial Infarction  1,0,4,768.0,208847.0,20118956.0,0.502,-2.401,False,False,False,True,
2026-04-28,metaxalone,metaxalone,OMOP Acute myocardial Infarction  1,0,25,3273.0,208826.0,20116451.0,0.736,-1.004,False,False,False,True,
2026-04-28,Methenamine,methenamine,OMOP Acute myocardial Infarction  1,0,16,2103.0,208835.0,20117621.0,0.733,-1.151,False,False,False,True,
2026-04-28,Methimazole,methimazole,OMOP Acute myocardial Infarction  1,0,41,7536.0,208810.0,20112188.0,0.524,-1.367,False,False,False,True,
2026-04-28,Methocarbamol,methocarbamol,OMOP Acute myocardial Infarction  1,0,292,21602.0,208559.0,20098122.0,1.303,0.211,False,True,True,True,
2026-04-28,Miconazole,miconazole,OMOP Acute myocardial Infarction  1,0,22,8368.0,208829.0,20111356.0,0.253,-2.573,False,False,False,True,
2026-04-28,Nelfinavir,nelfinavir,OMOP Acute myocardial Infarction  1,0,29,2058.0,208822.0,20117666.0,1.358,-0.089,False,False,False,True,
2026-04-28,Nevirapine,nevirapine,OMOP Acute myocardial Infarction  1,0,79,8856.0,208772.0,20110868.0,0.859,-0.535,False,False,False,True,
2026-04-28,oxybutynin,oxybutynin,OMOP Acute myocardial Infarction  1,0,287,36873.0,208564.0,20082851.0,0.749,-0.579,False,False,False,True,
2026-04-28,Paromomycin,paromomycin,OMOP Acute myocardial Infarction  1,0,5,97.0,208846.0,20119627.0,4.966,0.99,True,True,True,True,
2026-04-28,Pemoline,pemoline,OMOP Acute myocardial Infarction  1,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Penicillamine,penicillamine,OMOP Acute myocardial Infarction  1,0,3,915.0,208848.0,20118809.0,0.316,-3.285,False,False,False,True,
2026-04-28,Penicillin V,penicillin v,OMOP Acute myocardial Infarction  1,0,28,2430.0,208823.0,20117294.0,1.11,-0.385,False,False,False,True,
2026-04-28,posaconazole,posaconazole,OMOP Acute myocardial Infarction  1,0,74,15645.0,208777.0,20104079.0,0.455,-1.455,False,False,False,True,
2026-04-28,Prilocaine,prilocaine,OMOP Acute myocardial Infarction  1,0,12,1747.0,208839.0,20117977.0,0.662,-1.407,False,False,False,True,
2026-04-28,Primidone,primidone,OMOP Acute myocardial Infarction  1,0,92,9868.0,208759.0,20109856.0,0.898,-0.448,False,False,False,True,
2026-04-28,Prochlorperazine,prochlorperazine,OMOP Acute myocardial Infarction  1,0,291,36788.0,208560.0,20082936.0,0.762,-0.554,False,False,False,True,
2026-04-28,Propantheline,propantheline,OMOP Acute myocardial Infarction  1,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,ramelteon,ramelteon,OMOP Acute myocardial Infarction  1,0,48,7231.0,208803.0,20112493.0,0.639,-1.048,False,False,False,True,
2026-04-28,salmeterol,salmeterol,OMOP Acute myocardial Infarction  1,0,1313,106117.0,207538.0,20013607.0,1.193,0.172,False,True,True,True,
2026-04-28,Scopolamine,scopolamine,OMOP Acute myocardial Infarction  1,0,43,6640.0,208808.0,20113084.0,0.624,-1.106,False,False,False,True,
2026-04-28,Simethicone,simethicone,OMOP Acute myocardial Infarction  1,0,114,7986.0,208737.0,20111738.0,1.375,0.189,False,True,True,True,
2026-04-28,sitagliptin,sitagliptin,OMOP Acute myocardial Infarction  1,0,1561,91993.0,207290.0,20027731.0,1.639,0.628,False,True,True,True,
2026-04-28,"Sodium Phosphate, Monobasic","sodium phosphate, monobasic",OMOP Acute myocardial Infarction  1,0,13,1454.0,208838.0,20118270.0,0.861,-0.998,False,False,False,True,
2026-04-28,Stavudine,stavudine,OMOP Acute myocardial Infarction  1,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Sucralfate,sucralfate,OMOP Acute myocardial Infarction  1,0,301,23107.0,208550.0,20096617.0,1.255,0.161,False,True,True,True,
2026-04-28,Sulfasalazine,sulfasalazine,OMOP Acute myocardial Infarction  1,0,809,76188.0,208042.0,20043536.0,1.023,-0.067,False,False,False,True,
2026-04-28,Sulfisoxazole,sulfisoxazole,OMOP Acute myocardial Infarction  1,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Temazepam,temazepam,OMOP Acute myocardial Infarction  1,0,644,36547.0,208207.0,20083177.0,1.7,0.642,False,True,True,True,
2026-04-28,terbinafine,terbinafine,OMOP Acute myocardial Infarction  1,0,48,8608.0,208803.0,20111116.0,0.537,-1.298,False,False,False,True,
2026-04-28,Tetrahydrocannabinol,dronabinol,OMOP Acute myocardial Infarction  1,0,83,7810.0,208768.0,20111914.0,1.024,-0.277,False,False,False,True,
2026-04-28,Thiabendazole,thiabendazole,OMOP Acute myocardial Infarction  1,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Thiothixene,thiothixene,OMOP Acute myocardial Infarction  1,0,3,214.0,208848.0,20119510.0,1.35,-1.204,False,False,False,True,
2026-04-28,Tinidazole,tinidazole,OMOP Acute myocardial Infarction  1,0,3,433.0,208848.0,20119291.0,0.667,-2.211,False,False,False,True,
2026-04-28,tipranavir,tipranavir,OMOP Acute myocardial Infarction  1,0,12,1367.0,208839.0,20118357.0,0.846,-1.056,False,False,False,True,
2026-04-28,Urea,urea,OMOP Acute myocardial Infarction  1,0,18,2104.0,208833.0,20117620.0,0.824,-0.943,False,False,False,True,
2026-04-28,Vitamin A,vitamin a,OMOP Acute myocardial Infarction  1,0,64,6963.0,208787.0,20112761.0,0.885,-0.527,False,False,False,True,
2026-04-28,zafirlukast,zafirlukast,OMOP Acute myocardial Infarction  1,0,6,858.0,208845.0,20118866.0,0.674,-1.719,False,False,False,True,
2026-04-28,abacavir,abacavir,HOI Upper GI #3,0,86,15744.0,132697.0,20180048.0,0.831,-0.571,False,False,False,True,
2026-04-28,Acarbose,acarbose,HOI Upper GI #3,0,52,3742.0,132731.0,20192050.0,2.114,0.677,True,True,True,True,
2026-04-28,Adenosine,adenosine,HOI Upper GI #3,0,7,1592.0,132776.0,20194200.0,0.669,-1.646,False,False,False,True,
2026-04-28,Amylases,amylases,HOI Upper GI #3,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Benzocaine,benzocaine,HOI Upper GI #3,0,15,1504.0,132768.0,20194288.0,1.517,-0.134,False,False,False,True,
2026-04-28,benzonatate,benzonatate,HOI Upper GI #3,0,125,15832.0,132658.0,20179960.0,1.201,0.009,False,True,True,True,
2026-04-28,bromfenac,bromfenac,HOI Upper GI #3,0,6,2343.0,132777.0,20193449.0,0.389,-2.509,False,False,False,True,
2026-04-28,Chlorambucil,chlorambucil,HOI Upper GI #3,0,15,3874.0,132768.0,20191918.0,0.589,-1.49,False,False,False,True,
2026-04-28,Chlorazepate,clorazepate,HOI Upper GI #3,0,27,1859.0,132756.0,20193933.0,2.209,0.588,True,True,True,True,
2026-04-28,Cosyntropin,cosyntropin,HOI Upper GI #3,0,0,211.0,132783.0,20195581.0,0.36,-5.469,False,False,False,False,empty cell; estimates unstable
2026-04-28,Dacarbazine,dacarbazine,HOI Upper GI #3,0,39,7209.0,132744.0,20188583.0,0.823,-0.732,False,False,False,True,
2026-04-28,darifenacin,darifenacin,HOI Upper GI #3,0,11,843.0,132772.0,20194949.0,1.985,0.127,False,True,True,True,
2026-04-28,Dicyclomine,dicyclomine,HOI Upper GI #3,0,127,13641.0,132656.0,20182151.0,1.416,0.247,False,True,True,True,
2026-04-28,Disulfiram,disulfiram,HOI Upper GI #3,0,6,1098.0,132777.0,20194694.0,0.831,-1.42,False,False,False,True,
2026-04-28,Droperidol,droperidol,HOI Upper GI #3,0,5,1571.0,132778.0,20194221.0,0.484,-2.306,False,False,False,True,
2026-04-28,Endopeptidases,endopeptidases,HOI Upper GI #3,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,entecavir,entecavir,HOI Upper GI #3,0,148,11242.0,132635.0,20184550.0,2.003,0.76,False,True,True,True,
2026-04-28,Epoetin Alfa,epoetin alfa,HOI Upper GI #3,0,230,13571.0,132553.0,20182221.0,2.58,1.165,True,True,True,True,
2026-04-28,Ergotamine,ergotamine,HOI Upper GI #3,0,4,345.0,132779.0,20195447.0,1.763,-0.603,False,False,False,True,
2026-04-28,ferrous gluconate,ferrous gluconate,HOI Upper GI #3,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,fluticasone,fluticasone,HOI Upper GI #3,0,1697,264236.0,131086.0,19931556.0,0.977,-0.102,False,False,False,True,
2026-04-28,Griseofulvin,griseofulvin,HOI Upper GI #3,0,1,284.0,132782.0,20195508.0,0.536,-3.724,False,False,False,True,
2026-04-28,Hyoscyamine,hyoscyamine,HOI Upper GI #3,0,112,9935.0,132671.0,20185857.0,1.715,0.504,False,True,True,True,
